title,title_matched,authors,authors_matched,date,date_matched,isbn,isbn_matched,pages,pages_matched,description,description_matched,publisher,publisher_matched,keywords,keywords_matched,binding,barcode,value,status,image,percent,source
Pagan Christs,Pagan Christs,J.M. Robertson,J. M. Robertson,1911,2015-06-24,,"1440099707, 9781440099700",456,485,,"Excerpt from Pagan Christs: Studies in Comparative Hierology My purpose in grouping the four ensuing studies is to complement and complete the undertaking of the previous volume, entitled Christianity and Mythology. That was substantially a mythological analysis of the Christian system, introduced by a discussion of mythological principles in that particular connection and in general. The bulk of the present volume is substantially a synthesis of Christian origins, introduced by a discussion of the principles of hierology. Such discussion is still forced on sociology by the special pleaders of the prevailing religion. But the central matter of the book is its attempt to trace and synthesise the real lines of growth of the Christian cultus; and it challenges criticism above all by its theses - (1) that the Gospel story of the Last Supper, Passion, Betrayal, Trial, Crucifixion, and Resurrection, is visibly a transcript of a Mystery Drama, and not originally a narrative; and (2) that that drama is demonstrably (as historic demonstration goes) a symbolic modification of an original rite of human sacrifice, of which it preserves certain verifiable details. That the exact point of historic connection between the early eucharistic rite and the late drama-story has still to be traced, it is needless to remark. Had direct evidence on this head been forthcoming, the problem could not so long have been ignored. But it is here contended that the lines of evolution are established by the details of the record and the institution, in the light of the data of anthropology; and that we have thus at last a scientific basis for a history of Christianity. About the Publisher Forgotten Books publishes hundreds of thousands of rare and classic books. Find more at www.forgottenbooks.com This book is a reproduction of an important historical work. Forgotten Books uses state-of-the-art technology to digitally reconstruct the work, preserving the original format whilst repairing imperfections present in the aged copy. In rare cases, an imperfection in the original, such as a blemish or missing page, may be replicated in our edition. We do, however, repair the vast majority of imperfections successfully; any imperfections that remain are intentionally left to preserve the state of such historical works.",Watts & Co.,Forgotten Books,Saviour Gods,Religion,Hardback,102985,,Reference,http://books.google.com/books/content?id=rBSFswEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,98.21,GoogleBooks
A Short History of Christianity,A Short History of Christianity,J.M. Robertson,J. M. Robertson,1902,2016-09-28,,"9783736415270, 3736415273",429,472,,"An attempt to write the history of Christianity in the space of an average novel is so obviously open to objections that, instead of trying to parry them, I will merely state what seems to me the possible compensation of brevity in such a matter. It is or may be conducive to total comprehension, to coherence of judgment, and in a measure even to the understanding of details. A distinguished expert in historical and philological research has avowed that specialists sometimes get their most illuminating ideas from a haphazard glance into a popular and condensed presentment of their own subject. Without hoping so to help the experts, I humbly conceive that the present conspectus of Christian history may do an occasional service even to an opponent by bringing out a clear issue. Writers of a different way of thinking have done as much for me. The primary difficulty is of course the problem of origins. In my treatment of this problem, going as I do beyond the concessions of the most advanced professional scholars, I cannot expect much acquiescence for the present. It must here suffice to say, first, that the data and the argument, insofar as they are not fully set forth in the following pages, have been presented in the larger work entitled Christianity and Mythology,1 or in the quarters mentioned in the Synopsis of Literature appended to this volume; and, secondly, to urge that opponents should read the study on the Gospels by Professor Schmiedel in the new Encyclopædia Biblica before taking up their defensive positions...",Watts & Co.,anboco,Christianity / History,Religion,Hardback,102989,,Reference,http://books.google.com/books/content?id=6wyvEAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,98.21,GoogleBooks
A Short History of Christianity,A Short History of Christianity,J.M. Robertson,J. M. Robertson,1913,2016-09-28,,"9783736415270, 3736415273",352,472,,"An attempt to write the history of Christianity in the space of an average novel is so obviously open to objections that, instead of trying to parry them, I will merely state what seems to me the possible compensation of brevity in such a matter. It is or may be conducive to total comprehension, to coherence of judgment, and in a measure even to the understanding of details. A distinguished expert in historical and philological research has avowed that specialists sometimes get their most illuminating ideas from a haphazard glance into a popular and condensed presentment of their own subject. Without hoping so to help the experts, I humbly conceive that the present conspectus of Christian history may do an occasional service even to an opponent by bringing out a clear issue. Writers of a different way of thinking have done as much for me. The primary difficulty is of course the problem of origins. In my treatment of this problem, going as I do beyond the concessions of the most advanced professional scholars, I cannot expect much acquiescence for the present. It must here suffice to say, first, that the data and the argument, insofar as they are not fully set forth in the following pages, have been presented in the larger work entitled Christianity and Mythology,1 or in the quarters mentioned in the Synopsis of Literature appended to this volume; and, secondly, to urge that opponents should read the study on the Gospels by Professor Schmiedel in the new Encyclopædia Biblica before taking up their defensive positions...",Watts & Co.,anboco,Christianity / History,Religion,Hardback,102990,,Reference,http://books.google.com/books/content?id=6wyvEAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,98.21,GoogleBooks
Illustrated English Social History: 1,Illustrated English Social History,G.M. Trevelyan,G. M. Trevelyan,1964,1949,,OCLC:463283443,327,776,,,Pelican,,History / England,England,Paperback,103811,,Lending,,98.21,GoogleBooks
Illustrated English Social History: 2,Illustrated English Social History,G.M. Trevelyan,G. M. Trevelyan,1964,1949,,OCLC:463283443,340,776,,,Pelican,,History / England,England,Paperback,103812,,Lending,,98.21,GoogleBooks
Illustrated English Social History: 4,Illustrated English Social History,G.M. Trevelyan,G. M. Trevelyan,1964,1949,,OCLC:463283443,293,776,,,Pelican,,History / England,England,Paperback,103814,,Lending,,98.21,GoogleBooks
The Religious Advance Towards Rationalism,The Religious Advance Toward Rationalism,Laurence Housman,Laurence Housman,1929,1929,,UCAL:$B263925,52,64,,,Watts & Co.,,Rationalism,Ethics,Hardback,103248,,Lending,http://books.google.com/books/content?id=I5lJAAAAIAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,98.17,GoogleBooks
The Religious Advance Towards Rationalism,The Religious Advance Toward Rationalism,Laurence Housman,Laurence Housman,1929,1929,,UCAL:$B263925,52,64,,,Watts & Co.,,Rationalism,Ethics,Hardback,101594,,Reference,http://books.google.com/books/content?id=I5lJAAAAIAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,98.17,GoogleBooks
The Religious Advance Towards Rationalism,The Religious Advance Toward Rationalism,Laurence Housman,Laurence Housman,1929,1929,,UCAL:$B263925,,64,,,,,Rationalism,Ethics,,101593,,Lending,http://books.google.com/books/content?id=I5lJAAAAIAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,98.17,GoogleBooks
The letters of Charles Dickens 1833-1870,"The Letters of Charles Dickens, 1833-1870",Charles Dickens,Charles Dickens,1893,1923,,OCLC:23593843,,,,,Macmillan and Co.,,Biography,,,101086,,Lending,,98.13,GoogleBooks
Hume with Helps to the Study of Berkeley,"Hume, with Helps to the Study of Berkeley",Thomas Henry Huxley,Thomas Henry Huxley,1908,1894,,STANFORD:36105116268645,319,344,,,MacMillan and Co,,Philosophy,,Hardback,101670,,Lending,http://books.google.com/books/content?id=MQGR2vVb3XMC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,98.13,GoogleBooks
Hume with Helps to the Study of Berkeley,"Hume, with Helps to the Study of Berkeley",Thomas Henry Huxley,Thomas Henry Huxley,1908,1894,,STANFORD:36105116268645,319,344,,,MacMillan and Co,,Philosophy,,Hardback,101673,,Reference,http://books.google.com/books/content?id=MQGR2vVb3XMC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,98.13,GoogleBooks
"Myth and Ritual in Dance, Game and Rhyme","Myth and Ritual in Dance, Game, and Rhyme",Lewis Spence,Lewis Spence,1947,1947,,PSU:000008140999,202,268,,,Watts & Co.,,Sociology,Folk dancing,Hardback,103713,,Reference,http://books.google.com/books/content?id=8lgtAQAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,98.13,GoogleBooks
The Holy Heretics,The Holy Heretics,Edmund Holmes,Edmond Holmes,1948,1948,,PSU:000063444599,82,106,,,Watts & Co,,Religion,History,Hardback,101578,,Reference,http://books.google.com/books/content?id=vDZaAAAAYAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,98.08,GoogleBooks
The Holy Heretics,The Holy Heretics,Edmund Holmes,Edmond Holmes,1925,1948,,PSU:000063444599,,106,,,,,Religion,History,,101579,,Lending,http://books.google.com/books/content?id=vDZaAAAAYAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,98.08,GoogleBooks
